,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,
ENSMUSG00000054889_Dsp,4387.569647,-0.820752236,0.243254138,-3.37405251,0.000740702,0.01056839,,,19,ENSMUSG00000054889
ENSMUSG00000028382_Ptbp3,2207.605116,-0.690464854,0.204705394,-3.372968538,0.000743624,0.010601845,,,19,ENSMUSG00000028382
ENSMUSG00000044317_Gpr4,233.7328329,-0.647486159,0.192081485,-3.37089314,0.000749249,0.010673749,,,19,ENSMUSG00000044317
ENSMUSG00000022971_Ifnar2,1175.390068,-0.444412751,0.131885013,-3.369698662,0.000752504,0.010703513,,,19,ENSMUSG00000022971
ENSMUSG00000072946_Ptgr2,1736.184229,0.679441994,0.20162806,3.369778966,0.000752285,0.010703513,,,19,ENSMUSG00000072946
ENSMUSG00000074578_Zfas1,270.1361033,-0.565640748,0.167919748,-3.368518333,0.000755734,0.010741129,,,19,ENSMUSG00000074578
ENSMUSG00000006567_Atp7b,16.85976325,3.084593909,0.916227399,3.366624829,0.000760941,0.010798428,,,19,ENSMUSG00000006567
ENSMUSG00000020331_Hcn2,288.5154579,-0.766588022,0.227696988,-3.366702518,0.000760727,0.010798428,,,19,ENSMUSG00000020331
ENSMUSG00000015093_Clic3,1317.635153,-0.757659116,0.225077689,-3.366211552,0.000762082,0.01080264,,,19,ENSMUSG00000015093
ENSMUSG00000024378_Stard4,209.7945497,-0.768148903,0.228202041,-3.366091298,0.000762415,0.01080264,,,19,ENSMUSG00000024378
ENSMUSG00000011832_Evi5l,700.7082964,0.547158038,0.162658102,3.363853571,0.000768623,0.01088221,,,19,ENSMUSG00000011832
ENSMUSG00000034845_Plvap,2678.817514,-0.690496976,0.205348038,-3.362569142,0.000772208,0.01092454,,,19,ENSMUSG00000034845
ENSMUSG00000003484_Cyp4f18,60.50795781,-1.293977887,0.384875192,-3.362071426,0.000773601,0.010927413,,,19,ENSMUSG00000003484
ENSMUSG00000047854_Stx19,23.74745798,-2.101106333,0.624907848,-3.362265876,0.000773057,0.010927413,,,19,ENSMUSG00000047854
ENSMUSG00000010066_Cacna2d2,331.4145069,0.849047006,0.25256824,3.361653884,0.000774772,0.010935537,,,19,ENSMUSG00000010066
ENSMUSG00000030393_Zik1,124.1363105,-0.857607873,0.25513247,-3.361421902,0.000775423,0.01093632,,,19,ENSMUSG00000030393
ENSMUSG00000060227_Casc4,778.3116244,0.785415385,0.23374629,3.360119155,0.000779089,0.010979589,,,19,ENSMUSG00000060227
ENSMUSG00000019851_Perp,1741.970155,-1.128889836,0.336130078,-3.358490981,0.000783693,0.011036005,,,19,ENSMUSG00000019851
ENSMUSG00000066000_Zfp979,61.00150553,1.109951787,0.330529286,3.358104213,0.00078479,0.01104299,,,19,ENSMUSG00000066000
ENSMUSG00000020267_Hint1,2485.428572,-0.518301259,0.15438846,-3.35712435,0.000787577,0.011068904,,,19,ENSMUSG00000020267
ENSMUSG00000054013_Tmem179,27.51263334,1.794492444,0.534547173,3.357032896,0.000787837,0.011068904,,,19,ENSMUSG00000054013
ENSMUSG00000044308_Ubr3,2913.264819,0.544703242,0.162310859,3.355926065,0.000790997,0.011104801,,,19,ENSMUSG00000044308
ENSMUSG00000020330_Hmmr,33.48460309,-1.749157373,0.521308759,-3.355319363,0.000792734,0.011120685,,,19,ENSMUSG00000020330
ENSMUSG00000037996_Slc24a2,145.778974,1.126324518,0.335958551,3.352569874,0.00080065,0.011221403,,,19,ENSMUSG00000037996
ENSMUSG00000090634_Gm8126,28.33492016,1.914269605,0.571014336,3.352402004,0.000801136,0.011221403,,,19,ENSMUSG00000090634
ENSMUSG00000004933_Matk,65.6342968,-0.98918414,0.295182501,-3.351093434,0.000804931,0.011265972,,,19,ENSMUSG00000004933
ENSMUSG00000017404_Rpl19,6838.856999,-0.460906703,0.137582251,-3.350044794,0.000807985,0.011300097,,,19,ENSMUSG00000017404
ENSMUSG00000030357_Fkbp4,4386.353363,-0.396860571,0.118494299,-3.349195483,0.000810466,0.011322452,,,19,ENSMUSG00000030357
ENSMUSG00000096145_Vkorc1,588.4568076,-0.583832312,0.174326403,-3.349075649,0.000810817,0.011322452,,,19,ENSMUSG00000096145
ENSMUSG00000019368_Sec14l4,87.90250744,1.441001722,0.430329197,3.348603189,0.0008122,0.011333157,,,19,ENSMUSG00000019368
ENSMUSG00000029465_Arpc3,2392.111968,-0.467347058,0.139575966,-3.348334742,0.000812988,0.011335527,,,19,ENSMUSG00000029465
ENSMUSG00000046748_Tmem45a2,37.13964629,-5.947690857,1.777430062,-3.346230597,0.000819182,0.011413237,,,19,ENSMUSG00000046748
ENSMUSG00000051497_Kcnj16,2462.415418,0.729332596,0.218057108,3.344686186,0.000823757,0.011468274,,,19,ENSMUSG00000051497
ENSMUSG00000025911_Adhfe1,364.0293546,1.17267759,0.350700702,3.343813066,0.000826354,0.011495711,,,19,ENSMUSG00000025911
ENSMUSG00000020152_Actr2,3596.348563,-0.454257427,0.13590299,-3.342512381,0.000830237,0.011540979,,,19,ENSMUSG00000020152
ENSMUSG00000034652_Cd300a,112.5040122,-0.882706838,0.264157349,-3.341594854,0.000832985,0.011570433,,,19,ENSMUSG00000034652
ENSMUSG00000026640_Plxna2,1278.162762,-0.789023887,0.236144746,-3.341272249,0.000833954,0.011575131,,,19,ENSMUSG00000026640
ENSMUSG00000032267_Usp28,561.4669212,0.742821132,0.222456587,3.339173468,0.000840281,0.011654135,,,19,ENSMUSG00000032267
ENSMUSG00000015533_Itga2,45.85920395,-1.24391683,0.372704971,-3.337537536,0.000845243,0.011714112,,,19,ENSMUSG00000015533
ENSMUSG00000022216_Psme1,1643.483193,-0.423533061,0.126910316,-3.337262669,0.000846079,0.011716861,,,19,ENSMUSG00000022216
ENSMUSG00000010175_Prox1,73.05557981,0.967496885,0.290052835,3.335588441,0.000851191,0.011772159,,,19,ENSMUSG00000010175
ENSMUSG00000037725_Ckap2,45.19107959,-1.362197519,0.40838953,-3.335534875,0.000851355,0.011772159,,,19,ENSMUSG00000037725
ENSMUSG00000022555_Dgat1,568.533597,0.486727816,0.146070225,3.332149433,0.00086178,0.011907344,,,19,ENSMUSG00000022555
ENSMUSG00000024371_C2,199.0271009,-0.813419853,0.244167087,-3.331406636,0.000864083,0.01193019,,,19,ENSMUSG00000024371
ENSMUSG00000022360_Atad2,164.2047234,-0.698068785,0.209601955,-3.330449785,0.000867058,0.011962274,,,19,ENSMUSG00000022360
ENSMUSG00000038242_Aox4,50.76815694,-5.839594824,1.7535747,-3.330108962,0.00086812,0.011967934,,,19,ENSMUSG00000038242
ENSMUSG00000025967_Eef1b2,3688.986307,-0.482405618,0.14487212,-3.329872015,0.000868859,0.011969137,,,19,ENSMUSG00000025967
ENSMUSG00000025289_Prdx4,656.4226251,-0.64844902,0.194773804,-3.329241444,0.000870829,0.011978299,,,19,ENSMUSG00000025289
ENSMUSG00000029580_Actb,23573.07687,-0.537672988,0.16149919,-3.329261205,0.000870767,0.011978299,,,19,ENSMUSG00000029580
ENSMUSG00000028354_Fmn2,360.2436595,0.753148044,0.22626221,3.328651499,0.000872675,0.011994713,,,19,ENSMUSG00000028354
ENSMUSG00000053054_Adh6a,6.868452668,-5.816957618,1.747705808,-3.328339124,0.000873654,0.01199919,,,19,ENSMUSG00000053054
ENSMUSG00000032741_Tpcn1,1563.596971,0.519090536,0.155971022,3.328121647,0.000874337,0.011999586,,,19,ENSMUSG00000032741
ENSMUSG00000024552_Slc14a2,1380.423289,-0.708456912,0.212898428,-3.327675636,0.000875738,0.012004552,,,19,ENSMUSG00000024552
ENSMUSG00000099881_2810013P06Rik,405.9985753,0.476639467,0.14323863,3.327590247,0.000876006,0.012004552,,,19,ENSMUSG00000099881
ENSMUSG00000022523_Fgf12,42.53685237,1.778233355,0.534457383,3.327175206,0.000877312,0.012013482,,,19,ENSMUSG00000022523
ENSMUSG00000020143_Dock2,311.5591551,-0.658499778,0.197998415,-3.325783075,0.000881705,0.012064644,,,19,ENSMUSG00000020143
ENSMUSG00000022474_Pmm1,709.0025803,-0.509771934,0.153310687,-3.325090661,0.000883898,0.012085642,,,19,ENSMUSG00000022474
ENSMUSG00000021359_Tfap2a,68.64632907,-1.180001398,0.354950317,-3.32441286,0.000886049,0.012097042,,,19,ENSMUSG00000021359
ENSMUSG00000068893_Sprr2a2,373.7975527,-5.176606614,1.557090523,-3.324538001,0.000885652,0.012097042,,,19,ENSMUSG00000068893
ENSMUSG00000052861_Dnah6,31.83547466,3.407192229,1.025278615,3.323186672,0.000889953,0.012135075,,,19,ENSMUSG00000052861
ENSMUSG00000096753_Fam181a,7.897244418,-3.658629806,1.100961302,-3.323122983,0.000890157,0.012135075,,,19,ENSMUSG00000096753
ENSMUSG00000019979_Apaf1,244.4497472,-0.683505538,0.205770816,-3.321683566,0.000894761,0.012179761,,,19,ENSMUSG00000019979
ENSMUSG00000021098_4930447C04Rik,15.1490838,1.680844913,0.505999906,3.321828509,0.000894296,0.012179761,,,19,ENSMUSG00000021098
ENSMUSG00000075588_Hoxb2,224.613421,-0.775590133,0.233521999,-3.32127224,0.000896081,0.012188691,,,19,ENSMUSG00000075588
ENSMUSG00000030226_Lmo3,10.54352488,-4.124114891,1.24203533,-3.320448937,0.000898728,0.012215649,,,19,ENSMUSG00000030226
ENSMUSG00000055612_Cdca7,652.1024375,-0.841069348,0.253336266,-3.319972144,0.000900264,0.01222748,,,19,ENSMUSG00000055612
ENSMUSG00000020696_Rffl,706.1885078,0.525365482,0.158331411,3.318138078,0.000906197,0.012298959,,,19,ENSMUSG00000020696
ENSMUSG00000035000_Dpp4,897.5587551,-0.64561683,0.194641365,-3.316955923,0.00091004,0.012341994,,,19,ENSMUSG00000035000
ENSMUSG00000035769_Xylb,704.3236713,0.766348475,0.231158671,3.315248669,0.000915616,0.01240846,,,19,ENSMUSG00000035769
ENSMUSG00000030117_Gdf3,18.79725195,-2.26636837,0.683683601,-3.314937446,0.000916636,0.012413122,,,19,ENSMUSG00000030117
ENSMUSG00000032491_Nradd,115.5915513,-0.71999347,0.217257178,-3.314014654,0.000919667,0.012444984,,,19,ENSMUSG00000032491
ENSMUSG00000038235_F11r,2546.913764,-0.496827387,0.149929753,-3.313734453,0.000920589,0.012448287,,,19,ENSMUSG00000038235
ENSMUSG00000021460_Auh,597.1939858,0.573969527,0.173354513,3.310958082,0.000929771,0.012563202,,,19,ENSMUSG00000021460
ENSMUSG00000041670_Rims1,12.22815279,-1.887020882,0.569995734,-3.310587727,0.000931003,0.012570589,,,19,ENSMUSG00000041670
ENSMUSG00000020674_Pxdn,1593.853526,-0.458976267,0.138661952,-3.310037535,0.000932835,0.012586071,,,19,ENSMUSG00000020674
ENSMUSG00000021238_Aldh6a1,2284.128748,0.637214203,0.192563826,3.309106477,0.000935942,0.012618729,,,19,ENSMUSG00000021238
ENSMUSG00000063522_Ly6m,31.01720136,-3.357479839,1.01495467,-3.308009646,0.000939616,0.012658961,,,19,ENSMUSG00000063522
ENSMUSG00000037788_Vopp1,487.910741,-0.921090922,0.278472775,-3.307651607,0.000940818,0.012665862,,,19,ENSMUSG00000037788
ENSMUSG00000012405_Rpl15,4468.984941,-0.601091702,0.181751039,-3.307225669,0.00094225,0.012668941,,,19,ENSMUSG00000012405
ENSMUSG00000073600_Prob1,1885.342786,0.426292528,0.128899369,3.307173127,0.000942426,0.012668941,,,19,ENSMUSG00000073600
ENSMUSG00000031262_Cenpi,23.85571156,-1.76232094,0.533078576,-3.305930905,0.000946614,0.012706636,,,19,ENSMUSG00000031262
ENSMUSG00000073702_Rpl31,3013.555949,-0.47981951,0.145132998,-3.306067658,0.000946152,0.012706636,,,19,ENSMUSG00000073702
ENSMUSG00000040345_Arhgap9,128.2672762,-0.903546606,0.273373688,-3.305170339,0.000949187,0.012731862,,,19,ENSMUSG00000040345
ENSMUSG00000028226_Mmp16,77.65222126,1.132711039,0.342753625,3.30473832,0.000950651,0.012742195,,,19,ENSMUSG00000028226
ENSMUSG00000036295_Lrrn3,31.79165581,1.680034356,0.509048034,3.300345438,0.000965659,0.012927657,,,19,ENSMUSG00000036295
ENSMUSG00000042155_Klhl23,431.6851702,1.01908326,0.308787229,3.300276583,0.000965896,0.012927657,,,19,ENSMUSG00000042155
ENSMUSG00000020169_Best3,71.984158,1.86587232,0.565509963,3.299450835,0.000968742,0.012956306,,,19,ENSMUSG00000020169
ENSMUSG00000029575_Mmab,469.0039473,0.616123961,0.186793551,3.298422019,0.000972299,0.012994413,,,19,ENSMUSG00000029575
ENSMUSG00000061119_Prcp,551.1544285,-0.479861236,0.145495021,-3.298128225,0.000973317,0.012998557,,,19,ENSMUSG00000061119
ENSMUSG00000091491_Vmn2r97,12.61415373,-2.070983571,0.627981691,-3.297840688,0.000974314,0.013002418,,,19,ENSMUSG00000091491
ENSMUSG00000038582_Pptc7,1528.87003,0.555987734,0.168700669,3.295705572,0.000981748,0.013082618,,,19,ENSMUSG00000038582
ENSMUSG00000078964_Ces1b,29.05044211,-3.725994882,1.130529723,-3.295795595,0.000981434,0.013082618,,,19,ENSMUSG00000078964
ENSMUSG00000036390_Gadd45a,427.8173294,0.73300727,0.222463894,3.294949375,0.000984394,0.013108361,,,19,ENSMUSG00000036390
ENSMUSG00000054169_Ceacam10,59.06644629,1.326423062,0.402702492,3.293803956,0.000988414,0.013152354,,,19,ENSMUSG00000054169
ENSMUSG00000042268_Slc26a9,55.19530194,-2.419198074,0.734621638,-3.293121177,0.000990818,0.013174789,,,19,ENSMUSG00000042268
ENSMUSG00000005054_Cstb,1133.947441,-0.544313074,0.16532529,-3.292376351,0.000993446,0.013200176,,,19,ENSMUSG00000005054
ENSMUSG00000001348_Acp5,509.4660143,-0.843122138,0.256195213,-3.290936347,0.000998545,0.013258339,,,19,ENSMUSG00000001348
ENSMUSG00000048371_Pdp2,443.5706291,0.590964527,0.179606098,3.290336643,0.001000676,0.013277031,,,19,ENSMUSG00000048371
ENSMUSG00000025480_Syce1,92.49394331,5.241480424,1.593216703,3.28987288,0.001002327,0.01328933,,,19,ENSMUSG00000025480
ENSMUSG00000051375_Pcdh1,1057.448108,-0.715785892,0.217603693,-3.289401397,0.001004007,0.013292419,,,19,ENSMUSG00000051375
ENSMUSG00000105366_Gm43719,14.60911971,-1.862818229,0.566301921,-3.289443601,0.001003857,0.013292419,,,19,ENSMUSG00000105366
ENSMUSG00000037053_Azgp1,43.84822,4.623653202,1.405953717,3.288624046,0.001006784,0.01330999,,,19,ENSMUSG00000037053
ENSMUSG00000075590_Nrbp2,3497.437762,-0.583237919,0.17734217,-3.288771751,0.001006256,0.01330999,,,19,ENSMUSG00000075590
ENSMUSG00000029669_Tspan12,1225.750262,0.408843469,0.124404177,3.28641272,0.001014722,0.013405283,,,19,ENSMUSG00000029669
ENSMUSG00000027613_Eif6,816.5865645,-0.678682303,0.20658951,-3.285173105,0.001019197,0.013445058,,,19,ENSMUSG00000027613
ENSMUSG00000027765_P2ry1,172.6514478,0.701533768,0.213542357,3.285220681,0.001019025,0.013445058,,,19,ENSMUSG00000027765
ENSMUSG00000022385_Gtse1,28.12406962,-1.302856864,0.396614324,-3.284946576,0.001020017,0.013446213,,,19,ENSMUSG00000022385
ENSMUSG00000022557_Bop1,692.3213699,-0.432985562,0.131826056,-3.284521847,0.001021556,0.013456836,,,19,ENSMUSG00000022557
ENSMUSG00000023367_Tmem176a,2380.027082,-0.463805185,0.141227368,-3.284102735,0.001023076,0.013467203,,,19,ENSMUSG00000023367
ENSMUSG00000050022_Amz1,90.26971561,-0.876844861,0.267102575,-3.282801981,0.001027808,0.013519803,,,19,ENSMUSG00000050022
ENSMUSG00000025404_R3hdm2,2185.071299,0.312958618,0.095358124,3.281929274,0.001030995,0.013552007,,,19,ENSMUSG00000025404
ENSMUSG00000042978_Sbk1,834.4889027,0.645410092,0.196682272,3.281485849,0.001032617,0.013563624,,,19,ENSMUSG00000042978
ENSMUSG00000037408_Cnnm4,313.5936454,0.752427374,0.229392511,3.280086912,0.001037751,0.013611589,,,19,ENSMUSG00000037408
ENSMUSG00000074743_Thbd,876.7781918,-0.437291726,0.133311798,-3.280217738,0.00103727,0.013611589,,,19,ENSMUSG00000074743
ENSMUSG00000020593_Lpin1,1806.062171,1.128950158,0.344369212,3.278313269,0.001044294,0.013674452,,,19,ENSMUSG00000020593
ENSMUSG00000033917_Gde1,3170.620783,-0.343315907,0.104720823,-3.278392002,0.001044003,0.013674452,,,19,ENSMUSG00000033917
ENSMUSG00000079190_AC133103.1,10.96326871,-2.896840662,0.883674783,-3.27817509,0.001044806,0.013674452,,,19,ENSMUSG00000079190
ENSMUSG00000092167_Gm3696,15.86230629,-2.1719397,0.662584496,-3.277981471,0.001045523,0.013674452,,,19,ENSMUSG00000092167
ENSMUSG00000026211_Obsl1,462.5034839,1.115434832,0.340673295,3.274206841,0.00105959,0.01384858,,,19,ENSMUSG00000026211
ENSMUSG00000039747_Orai2,862.614633,0.685269058,0.209402768,3.27249284,0.001066036,0.013922912,,,19,ENSMUSG00000039747
ENSMUSG00000044461_Shisa2,1279.329511,0.731262026,0.223538223,3.271306423,0.001070518,0.013961599,,,19,ENSMUSG00000044461
ENSMUSG00000061731_Ext1,923.0706315,-0.364555183,0.111438266,-3.271364473,0.001070299,0.013961599,,,19,ENSMUSG00000061731
ENSMUSG00000055401_Fbxo6,655.5154978,-0.545705044,0.166836199,-3.270903117,0.001072046,0.013971601,,,19,ENSMUSG00000055401
ENSMUSG00000059447_Hadhb,4997.615806,0.805011211,0.246144521,3.27048194,0.001073644,0.0139825,,,19,ENSMUSG00000059447
ENSMUSG00000022791_Tnk2,1888.778237,0.392274347,0.120054234,3.267476156,0.00108511,0.014118245,,,19,ENSMUSG00000022791
ENSMUSG00000026003_Acadl,4240.180231,0.65556541,0.200653803,3.267146701,0.001086374,0.014118245,,,19,ENSMUSG00000026003
ENSMUSG00000041669_Prima1,12.92678432,1.97140262,0.603384656,3.267240227,0.001086015,0.014118245,,,19,ENSMUSG00000041669
ENSMUSG00000071858_Gm94,151.3762396,-9.878427853,3.024877312,-3.265728436,0.001091829,0.014179106,,,19,ENSMUSG00000071858
ENSMUSG00000028664_Ephb2,166.323908,0.884203429,0.270984277,3.262932593,0.001102657,0.01430961,,,19,ENSMUSG00000028664
ENSMUSG00000003873_Bax,724.1053021,-0.657042581,0.201378981,-3.262716775,0.001103497,0.014310398,,,19,ENSMUSG00000003873
ENSMUSG00000023078_Cxcl13,446.8227247,1.109656859,0.340153727,3.26222167,0.001105427,0.0143253,,,19,ENSMUSG00000023078
ENSMUSG00000005800_Mmp8,11.70892701,-3.101792508,0.95122331,-3.260845773,0.001110804,0.014364578,,,19,ENSMUSG00000005800
ENSMUSG00000021010_Npas3,11.99270827,3.046764834,0.934328363,3.260914422,0.001110536,0.014364578,,,19,ENSMUSG00000021010
ENSMUSG00000033952_Aspm,38.17741636,-1.562702223,0.479187288,-3.261151251,0.001109608,0.014364578,,,19,ENSMUSG00000033952
ENSMUSG00000026932_Nacc2,1394.967561,0.536700233,0.164641996,3.25980155,0.001114902,0.01440742,,,19,ENSMUSG00000026932
ENSMUSG00000025255_Zfhx4,119.1392058,1.101743296,0.338019806,3.259404552,0.001116463,0.014417453,,,19,ENSMUSG00000025255
ENSMUSG00000051832_E230016K23Rik,13.18390805,-1.93192435,0.592792984,-3.259020269,0.001117977,0.01442685,,,19,ENSMUSG00000051832
ENSMUSG00000020656_Grhl1,531.6932935,-0.984560232,0.302196897,-3.258009076,0.001121968,0.014458036,,,19,ENSMUSG00000020656
ENSMUSG00000032462_Pik3cb,457.3346531,-0.6406181,0.196627544,-3.258028281,0.001121892,0.014458036,,,19,ENSMUSG00000032462
ENSMUSG00000026728_Vim,5092.746877,-0.630568304,0.193586222,-3.257299501,0.001124777,0.014484066,,,19,ENSMUSG00000026728
ENSMUSG00000025318_Jph3,5.977456725,2.389322891,0.733709125,3.256498809,0.001127954,0.014512071,,,19,ENSMUSG00000025318
ENSMUSG00000030560_Ctsc,2285.721217,-0.388386062,0.119270247,-3.256353313,0.001128532,0.014512071,,,19,ENSMUSG00000030560
ENSMUSG00000030034_Ino80b,275.893408,-0.648122758,0.199119901,-3.254937123,0.001134175,0.014574423,,,19,ENSMUSG00000030034
ENSMUSG00000052468_Pmp2,15.79112461,-1.939488895,0.595989936,-3.254230947,0.001136998,0.014600486,,,19,ENSMUSG00000052468
ENSMUSG00000025019_Lcor,119.1904413,-0.989654354,0.304483185,-3.250275887,0.001152931,0.014759797,,,19,ENSMUSG00000025019
ENSMUSG00000029154_Cwh43,19.76885878,-3.274410149,1.007279821,-3.250745305,0.001151029,0.014759797,,,19,ENSMUSG00000029154
ENSMUSG00000034563_Ccpg1,2839.849796,0.383328243,0.11792951,3.250486187,0.001152079,0.014759797,,,19,ENSMUSG00000034563
ENSMUSG00000071226_Cecr2,289.6963876,0.682066945,0.209819581,3.25073066,0.001151089,0.014759797,,,19,ENSMUSG00000071226
ENSMUSG00000071679_Rtl4,5.820809464,3.178628986,0.977993186,3.250154531,0.001153423,0.014759797,,,19,ENSMUSG00000071679
ENSMUSG00000040945_Rcc2,1257.642145,-0.456031118,0.140374445,-3.24867619,0.001159434,0.014826381,,,19,ENSMUSG00000040945
ENSMUSG00000038633_Degs1,1290.095802,-0.55064786,0.169523448,-3.248210589,0.001161333,0.01484033,,,19,ENSMUSG00000038633
ENSMUSG00000023039_Krt7,5026.701592,-0.781401577,0.240640861,-3.247169134,0.001165591,0.014884386,,,19,ENSMUSG00000023039
ENSMUSG00000006800_Sulf2,3994.022257,-0.481750183,0.148462049,-3.244938253,0.001174761,0.014931282,,,19,ENSMUSG00000006800
ENSMUSG00000021087_Rtn1,571.6266945,0.696234964,0.214525691,3.245461932,0.001172602,0.014931282,,,19,ENSMUSG00000021087
ENSMUSG00000022208_Jph4,21.41354805,1.781490671,0.54896435,3.245184629,0.001173745,0.014931282,,,19,ENSMUSG00000022208
ENSMUSG00000034336_Ina,6.007619032,2.853169592,0.879037999,3.24578641,0.001171267,0.014931282,,,19,ENSMUSG00000034336
ENSMUSG00000047013_Fbxo41,14.6186972,1.731213584,0.53347371,3.245171322,0.0011738,0.014931282,,,19,ENSMUSG00000047013
ENSMUSG00000074802_Gas2l3,57.46049495,-1.098204805,0.338441184,-3.244891159,0.001174955,0.014931282,,,19,ENSMUSG00000074802
ENSMUSG00000095742_CAAA01147332.1,46.3094596,-1.118966956,0.344762347,-3.245618223,0.001171959,0.014931282,,,19,ENSMUSG00000095742
ENSMUSG00000074677_Sirpb1c,28.11303893,-3.017559033,0.930031827,-3.244576095,0.001176256,0.014937473,,,19,ENSMUSG00000074677
ENSMUSG00000027715_Ccna2,90.46228104,-1.090407482,0.336104275,-3.244253538,0.001177589,0.014944065,,,19,ENSMUSG00000027715
ENSMUSG00000021061_Sptb,1529.069227,1.221309783,0.376517189,3.243702596,0.001179869,0.014962658,,,19,ENSMUSG00000021061
ENSMUSG00000034201_Gas2l1,755.7586577,-0.547449013,0.168801031,-3.243161556,0.001182112,0.014980756,,,19,ENSMUSG00000034201
ENSMUSG00000072770_Acrbp,102.8591511,0.749813883,0.231250744,3.242427981,0.001185159,0.015009017,,,19,ENSMUSG00000072770
ENSMUSG00000026985_Il1f8,34.52208118,-7.945669485,2.45116562,-3.241588174,0.001188657,0.015042936,,,19,ENSMUSG00000026985
ENSMUSG00000038677_Scube3,369.0861929,-0.888587976,0.274167672,-3.241038485,0.001190951,0.015061594,,,19,ENSMUSG00000038677
ENSMUSG00000025235_Bbs4,322.2942483,0.48081414,0.148365005,3.240751683,0.00119215,0.015066378,,,19,ENSMUSG00000025235
ENSMUSG00000021589_Rhobtb3,546.1530046,0.490453831,0.151425335,3.238915285,0.001199852,0.01515329,,,19,ENSMUSG00000021589
ENSMUSG00000022306_Zfpm2,61.68553803,1.008265271,0.311571604,3.236062775,0.001211907,0.015284515,,,19,ENSMUSG00000022306
ENSMUSG00000107724_Gm16042,88.42199859,0.77361042,0.239050743,3.236176596,0.001211424,0.015284515,,,19,ENSMUSG00000107724
ENSMUSG00000079426_Arpc4,1231.31858,-0.548874719,0.169675194,-3.234855411,0.001217043,0.015338757,,,19,ENSMUSG00000079426
ENSMUSG00000018800_Abca5,387.5843199,0.475112083,0.146955705,3.233029189,0.00122485,0.01541599,,,19,ENSMUSG00000018800
ENSMUSG00000024925_Rnaseh2c,329.4643335,-0.62133143,0.192174185,-3.233168033,0.001224255,0.01541599,,,19,ENSMUSG00000024925
ENSMUSG00000002257_Def6,117.7609725,-0.601878416,0.186202687,-3.232383096,0.001227624,0.015440309,,,19,ENSMUSG00000002257
